"","Country Name","Indicator Name","Year","Value"
"418","Philippines","Wind",1981,0
"419","Philippines","Coal",1981,0.208709481149713
"420","Philippines","Gas",1981,0
"421","Philippines","Oil",1981,8.93024777597436
"422","Philippines","CO2_emissions",1981,709.391527226974
"423","Philippines","Renewables",1981,14.653
"424","Poland","Biomass",1981,7.49763086013713
"425","Poland","Hydro",1981,59.5629633758849
"426","Poland","Solar",1981,0
"427","Poland","Wind",1981,0
"428","Poland","Coal",1981,105.761102625564
"429","Poland","Gas",1981,9.65589776464686
"430","Poland","Oil",1981,19.1685744746084
"431","Poland","CO2_emissions",1981,11399.6587411469
"432","Poland","Renewables",1981,0.496
"433","Portugal","Biomass",1981,31.6668363710416
"434","Portugal","Hydro",1981,511.047754811119
"435","Portugal","Solar",1981,0
"436","Portugal","Wind",1981,0
"437","Portugal","Coal",1981,1.69245453619794
"438","Portugal","Gas",1981,0
"439","Portugal","Oil",1981,38.8595730549842
"440","Portugal","CO2_emissions",1981,2749.27829162687
"441","Portugal","Renewables",1981,11.803
"442","Qatar","Biomass",1981,0
"443","Qatar","Hydro",1981,0
"444","Qatar","Solar",1981,0
"445","Qatar","Wind",1981,0
"446","Qatar","Coal",1981,0
"447","Qatar","Gas",1981,649.495887096774
"448","Qatar","Oil",1981,135.049181451613
"449","Qatar","CO2_emissions",1981,51776.9498908917
"450","Qatar","Renewables",1981,0
"451","Romania","Biomass",1981,0
"452","Romania","Hydro",1981,560.188239433522
"453","Romania","Solar",1981,0
"454","Romania","Wind",1981,0
"455","Romania","Coal",1981,23.9308848132999
"456","Romania","Gas",1981,55.1168253859348
"457","Romania","Oil",1981,31.1394917535295
"458","Romania","CO2_emissions",1981,8696.40767115517
"459","Romania","Renewables",1981,4.838
"460","Saudi Arabia","Biomass",1981,0
"461","Saudi Arabia","Hydro",1981,0
"462","Saudi Arabia","Solar",1981,0
"463","Saudi Arabia","Wind",1981,0
"464","Saudi Arabia","Coal",1981,0
"465","Saudi Arabia","Gas",1981,37.6027540729247
"466","Saudi Arabia","Oil",1981,137.391652955376
"467","Saudi Arabia","CO2_emissions",1981,16999.9437128988
"468","Saudi Arabia","Renewables",1981,0
"469","Singapore","Biomass",1981,0
"470","Singapore","Hydro",1981,0
"471","Singapore","Solar",1981,0
"472","Singapore","Wind",1981,0
"473","Singapore","Coal",1981,0.078411057293783
"474","Singapore","Gas",1981,0
"475","Singapore","Oil",1981,187.688877691995
"476","Singapore","CO2_emissions",1981,10865.7265218335
"477","Singapore","Renewables",1981,0
"478","Slovakia","Biomass",1981,0
"479","Slovakia","Hydro",1981,390.311693468334
"480","Slovakia","Solar",1981,0
"481","Slovakia","Wind",1981,0
"482","Slovakia","Coal",1981,65.49096128648
"483","Slovakia","Gas",1981,20.0017272185825
"484","Slovakia","Oil",1981,55.2797839984118
"485","Slovakia","CO2_emissions",1981,11619.5236813643
"486","Slovakia","Renewables",1981,2.52
"487","South Africa","Biomass",1981,0
"488","South Africa","Hydro",1981,56.3529131012852
"489","South Africa","Solar",1981,0
"490","South Africa","Wind",1981,0
"491","South Africa","Coal",1981,72.2700086271138
"492","South Africa","Gas",1981,0.253268575855994
"493","South Africa","Oil",1981,19.1597373947431
"494","South Africa","CO2_emissions",1981,8764.85826802965
"495","South Africa","Renewables",1981,0.611
"496","South Korea","Biomass",1981,0
"497","South Korea","Hydro",1981,67.2946220403088
"498","South Korea","Solar",1981,0
"499","South Korea","Wind",1981,0
"500","South Korea","Coal",1981,16.5339662608155
"501","South Korea","Gas",1981,0
"502","South Korea","Oil",1981,26.3128439718149
"503","South Korea","CO2_emissions",1981,3620.99132141416
"504","South Korea","Renewables",1981,1.52
"505","Spain","Biomass",1981,11.1661224059834
"506","Spain","Hydro",1981,577.846834509639
"507","Spain","Solar",1981,0
"508","Spain","Wind",1981,0
"509","Spain","Coal",1981,16.919426419467
"510","Spain","Gas",1981,2.21193511008111
"511","Spain","Oil",1981,56.7929029284736
"512","Spain","CO2_emissions",1981,5427.5709921658
"513","Spain","Renewables",1981,6.984
"514","Sri Lanka","Biomass",1981,0
"515","Sri Lanka","Hydro",1981,102.900543442677
"516","Sri Lanka","Solar",1981,0
"517","Sri Lanka","Wind",1981,0
"518","Sri Lanka","Coal",1981,0.00348858880377136
"519","Sri Lanka","Gas",1981,0
"520","Sri Lanka","Oil",1981,3.38539321744255
"521","Sri Lanka","CO2_emissions",1981,262.264756390376
"522","Sri Lanka","Renewables",1981,23.292
"523","Sweden","Biomass",1981,110.630630630631
"524","Sweden","Hydro",1981,7177.53753753754
"525","Sweden","Solar",1981,0
"526","Sweden","Wind",1981,0
"527","Sweden","Coal",1981,7.38823096216216
"528","Sweden","Gas",1981,0
"529","Sweden","Oil",1981,143.765529754091
"530","Sweden","CO2_emissions",1981,8335.02472789325
"531","Sweden","Renewables",1981,27.064
"532","Switzerland","Biomass",1981,69.2503176620076
